image_name,ground_truth,gt_text,cluster_id,cluster_static_prob,mlp_instance_prob,mlp_decision,cluster_decision,ssl_feature_l2_norm,LAB_L_bin0,LAB_L_bin1,LAB_L_bin2,LAB_a_bin0,LAB_a_bin1,LAB_a_bin2,LAB_b_bin0,LAB_b_bin1,LAB_b_bin2,Sat_bin0,Sat_bin1,Sat_bin2,Sat_bin3,Sat_bin4,Sat_bin5,Sat_bin6,Sat_bin7,Sat_bin8,Sat_bin9,Sat_bin10,Sat_bin11,Sat_bin12,Sat_bin13,Sat_bin14,Sat_bin15,Haralick_0,Haralick_1,Haralick_2,Haralick_3,Haralick_4,Haralick_5,Haralick_6,Haralick_7,Haralick_8,Haralick_9,Haralick_10,Haralick_11,Haralick_12,LBP_bin0,LBP_bin1,LBP_bin2,LBP_bin3,LBP_bin4,LBP_bin5,LBP_bin6,LBP_bin7,LBP_bin8,LBP_bin9,LBP_bin10,LBP_bin11,LBP_bin12,LBP_bin13,LBP_bin14,LBP_bin15,LBP_bin16,LBP_bin17,LBP_bin18,Texture_Complexity,Relative_Area,Compactness
025ba0e3b6d0bf0b5633059989805234.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.5618,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2752,0.555984,0.367844,0.076172,0.0,0.997696,0.002304,0.0,0.999405,0.000595,0.311234,0.00209,0.003387,0.004562,0.014877,0.029617,0.062134,0.115143,0.279175,0.125671,0.026733,0.014847,0.004105,0.000992,0.000275,0.005157,0.80144,1.0197,0.477512,1.034833,0.256618,0.319969,0.211275,0.318954,0.906897,0.886355,0.915427,0.886598,0.352282,0.045959,0.024277,0.021606,0.015839,0.014023,0.014984,0.01619,0.021683,0.029022,0.037033,0.039581,0.018433,0.015808,0.014465,0.013947,0.015182,0.020996,0.022552,0.342941,0.045685,0.997604,0.785398
02b296cc5cfd263f1f90be2879923502.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.9558,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.2462,0.670624,0.219818,0.109558,0.0,1.0,0.0,0.0,0.850143,0.149857,0.310989,0.005463,0.004059,0.003693,0.004791,0.006073,0.010452,0.022781,0.064423,0.103806,0.108719,0.105927,0.113281,0.10202,0.026108,0.007416,1.144056,1.593602,1.130484,1.745759,0.40481,0.506667,0.417096,0.532226,0.846232,0.816316,0.840292,0.810933,0.336739,0.050491,0.023926,0.021362,0.016693,0.014664,0.015259,0.01709,0.019913,0.029999,0.040756,0.031479,0.017181,0.018372,0.014099,0.012283,0.014435,0.021973,0.02774,0.324005,0.114563,0.995438,0.785398
0317371a966bf4b3466463a3c64db170.jpeg,0,Non-neoplastic (Low-Risk),7,0.7442,0.246,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2938,0.384827,0.334763,0.280411,0.0,1.0,0.0,0.0,1.0,0.0,0.350006,0.008713,0.026733,0.064316,0.111313,0.226288,0.102554,0.060654,0.037674,0.007278,0.001282,0.000778,0.000427,0.000244,1.5e-05,0.001724,0.979182,1.200754,0.76731,1.543053,0.282644,0.358647,0.277911,0.373995,0.900877,0.873491,0.893959,0.877578,0.347111,0.040604,0.022171,0.0177,0.014587,0.012924,0.016006,0.01973,0.026016,0.037857,0.045273,0.034912,0.022324,0.019089,0.016785,0.014145,0.014969,0.020325,0.025803,0.334808,0.055328,0.974136,0.785398
033c03b0af70cc0f6d32b726342865f6.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.7447,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2261,0.497314,0.36734,0.135345,0.0,1.0,0.0,0.0,0.999893,0.000107,0.338791,0.000473,0.00087,0.004257,0.013321,0.019058,0.049606,0.154968,0.222015,0.140198,0.042068,0.009155,0.001358,0.000336,3.1e-05,0.003494,0.715074,1.136886,0.662194,1.029481,0.251042,0.335563,0.239491,0.314925,0.905595,0.882544,0.90865,0.887946,0.364693,0.04364,0.021301,0.019333,0.017548,0.016235,0.019012,0.019455,0.026566,0.036697,0.047653,0.034683,0.021484,0.017441,0.016617,0.01326,0.016891,0.022034,0.024231,0.33963,0.039825,0.99884,0.785398
0351267e98bd886544a2a98ee309ce76.jpeg,1,Neoplastic (High-Risk),4,0.7738,0.9746,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.218,0.376373,0.464661,0.158966,1.5e-05,0.999985,0.0,0.0,0.997452,0.002548,0.293274,0.001968,0.002716,0.010239,0.010223,0.173065,0.400604,0.074722,0.018265,0.005722,0.003082,0.001297,0.000458,0.000153,0.0,0.004211,0.556036,0.908297,0.660631,0.922691,0.298989,0.411596,0.336703,0.414333,0.871189,0.832149,0.856725,0.830848,0.325617,0.04895,0.023254,0.021164,0.018982,0.018112,0.02002,0.019424,0.023331,0.026108,0.029846,0.042892,0.01741,0.018066,0.015152,0.015762,0.018463,0.021103,0.021912,0.327164,0.090652,0.995956,0.785398
03983064a3eb4d49033c03b0af70cc0f.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.8356,UNCERTAIN    (Require Biopsy),LOW RISK     (Surveillance),3.2378,0.643646,0.29541,0.060944,0.0,0.948807,0.051193,0.0,0.996628,0.003372,0.337723,0.00174,0.002625,0.004242,0.005844,0.010193,0.028488,0.089249,0.1884,0.250305,0.070145,0.006699,0.00058,0.000183,7.6e-05,0.00351,0.733088,0.9799,0.618536,1.102007,0.242555,0.299823,0.237286,0.324029,0.909228,0.894023,0.909166,0.885488,0.370426,0.049911,0.026474,0.021255,0.0159,0.013992,0.014618,0.013947,0.01918,0.026245,0.03746,0.025223,0.016846,0.013657,0.014267,0.013077,0.016495,0.024445,0.028397,0.346298,0.049591,0.998413,0.785398
03d2cbbcfa4baf3866269959350e7998.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.7091,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2291,0.718628,0.164291,0.117081,0.0,1.0,0.0,0.0,1.0,0.0,0.341629,0.001511,0.001785,0.004913,0.01384,0.046112,0.114838,0.144669,0.1745,0.108612,0.03508,0.007034,0.001373,0.000443,0.000107,0.003555,0.592065,0.827466,0.582751,0.953572,0.227635,0.304314,0.244761,0.31717,0.911194,0.884491,0.902368,0.882852,0.370547,0.040833,0.021225,0.018387,0.01709,0.016403,0.017822,0.021027,0.028183,0.037582,0.05043,0.037781,0.023499,0.019699,0.017181,0.01506,0.015732,0.022385,0.023743,0.335251,0.042572,0.99585,0.785398
03f909df7cd066b37f538abe9de67869.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.5715,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2595,0.552078,0.320206,0.127716,0.0,0.992844,0.007156,0.0,0.999756,0.000244,0.322769,0.01004,0.005997,0.011459,0.054306,0.148544,0.172333,0.179596,0.063828,0.018982,0.006714,0.00148,0.000443,0.000137,0.0,0.003372,0.705836,1.184083,0.720649,0.945436,0.32526,0.447566,0.328585,0.40263,0.868086,0.830325,0.86626,0.841192,0.33304,0.044174,0.024277,0.019073,0.015381,0.013107,0.014221,0.016129,0.023087,0.038727,0.061554,0.048279,0.021118,0.013229,0.010147,0.01178,0.012543,0.019241,0.023178,0.341354,0.099304,0.995712,0.785398
040781d54ffd6a8ee924dbd70f618d52.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.9663,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.2233,0.351669,0.588516,0.059814,0.0,1.0,0.0,0.0,1.0,0.0,0.31366,0.004578,0.007736,0.016022,0.054504,0.196915,0.316345,0.068466,0.013367,0.002243,0.001236,0.000595,0.00029,0.000214,1.5e-05,0.003815,0.9606,1.266467,0.901471,1.398293,0.32402,0.403629,0.336612,0.418362,0.882466,0.858407,0.874029,0.855658,0.375291,0.054138,0.026199,0.022339,0.016113,0.014191,0.013641,0.014694,0.017014,0.018997,0.023239,0.031418,0.013794,0.013153,0.012558,0.013657,0.013809,0.021362,0.027039,0.346848,0.056595,0.99437,0.785398
04414eaa922bca73d5379c7c851a5082.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.6415,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2179,0.491089,0.326263,0.182648,0.0,0.999664,0.000336,0.0,0.996338,0.003662,0.345032,0.001495,0.00148,0.001434,0.001785,0.002228,0.016281,0.128555,0.17746,0.131531,0.150955,0.034698,0.002151,0.00087,0.000366,0.003677,0.800797,1.322107,0.759835,1.132118,0.238879,0.325413,0.247396,0.31514,0.914534,0.89522,0.91139,0.893946,0.369294,0.047363,0.02623,0.020676,0.014923,0.013809,0.01535,0.015884,0.020645,0.025818,0.03595,0.02507,0.016907,0.015121,0.014709,0.013092,0.015915,0.021927,0.026505,0.346405,0.034775,0.993469,0.785398
0449922d6157edc3d82df22c41b503dc.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.9521,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.2452,0.425156,0.433838,0.141006,0.0,1.0,0.0,0.0,1.0,0.0,0.309875,0.001785,0.002884,0.005371,0.014786,0.048126,0.123611,0.221054,0.170135,0.071548,0.022964,0.00206,0.000595,0.000351,6.1e-05,0.004791,0.586198,1.057947,0.640901,0.849073,0.212148,0.311957,0.231434,0.276186,0.918737,0.887956,0.911362,0.899653,0.348112,0.03862,0.020325,0.018402,0.016678,0.016678,0.02005,0.021484,0.029572,0.037384,0.045853,0.046112,0.023865,0.019135,0.01593,0.015915,0.01593,0.020538,0.019638,0.333099,0.043442,0.998825,0.785398
0449ad43fe2cd066b9fdbc3bbc04a3af.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.7757,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2181,0.488998,0.465561,0.045441,0.0,0.999908,9.2e-05,0.0,0.996704,0.003296,0.341461,0.006226,0.007248,0.006577,0.00592,0.005081,0.006714,0.055069,0.199478,0.133987,0.129425,0.081406,0.014099,0.003143,0.000824,0.003342,1.174755,1.383437,0.862714,1.704421,0.31152,0.3602,0.275214,0.396032,0.896668,0.882378,0.903202,0.878005,0.369982,0.047241,0.023453,0.020874,0.016434,0.014618,0.014801,0.017258,0.020874,0.028381,0.040268,0.027405,0.019241,0.015686,0.016144,0.012238,0.015564,0.022949,0.027756,0.342834,0.05455,0.992752,0.785398
047dc0cbb58aa032554b5eb4fcf0130a.jpeg,0,Non-neoplastic (Low-Risk),7,0.7442,0.2428,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2228,0.501465,0.427765,0.07077,0.0,1.0,0.0,0.0,0.998917,0.001083,0.322327,0.001678,0.002487,0.004379,0.006104,0.011963,0.047195,0.209763,0.253296,0.104843,0.021713,0.00856,0.001175,0.000275,1.5e-05,0.004227,0.587623,0.721107,0.472733,0.890734,0.195221,0.252241,0.19421,0.262822,0.927244,0.906656,0.924334,0.907253,0.390528,0.04303,0.023758,0.01886,0.016068,0.016724,0.017197,0.019058,0.024017,0.032593,0.04097,0.031815,0.020035,0.017227,0.017227,0.015152,0.017105,0.02356,0.024628,0.32814,0.041748,0.998199,0.785398
04801b37705c1e555525d4f09ce7270b.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.8018,UNCERTAIN    (Require Biopsy),LOW RISK     (Surveillance),3.2329,0.348541,0.428391,0.223068,0.0,0.986618,0.013382,0.0,0.992859,0.007141,0.311615,0.003128,0.00415,0.004517,0.011246,0.105469,0.243286,0.179977,0.056793,0.045319,0.024063,0.004807,0.000626,0.000275,6.1e-05,0.004669,0.605806,1.07228,0.760386,1.041399,0.265028,0.372488,0.29231,0.365905,0.894672,0.862063,0.886628,0.864247,0.3638,0.043854,0.021622,0.019806,0.019058,0.018768,0.020157,0.022446,0.027008,0.033264,0.037094,0.041641,0.021347,0.017975,0.016541,0.016342,0.016144,0.021561,0.020935,0.336487,0.060272,0.994553,0.785398
0496b83ef461c2a337948a41964c1d4f.jpeg,0,Non-neoplastic (Low-Risk),7,0.7442,0.2561,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2582,0.642166,0.294724,0.06311,0.0,1.0,0.0,0.000244,0.954361,0.045395,0.319092,0.005753,0.005829,0.006454,0.008102,0.009094,0.011658,0.019501,0.070526,0.123611,0.093079,0.105652,0.122742,0.072937,0.01857,0.007401,1.299816,1.944637,1.442739,2.093349,0.445864,0.573595,0.48364,0.603091,0.834906,0.80147,0.824741,0.796068,0.333592,0.05397,0.026764,0.022415,0.016708,0.014328,0.014084,0.014206,0.017609,0.024673,0.037567,0.031006,0.014954,0.017685,0.014099,0.012451,0.014221,0.022705,0.031952,0.325165,0.114975,0.991318,0.785398
04c34a359bbb402345d341253851bc86.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.9335,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.24,0.349838,0.507568,0.142593,0.0,1.0,0.0,0.0,1.0,0.0,0.310242,0.002274,0.002869,0.004517,0.033157,0.103836,0.232864,0.243393,0.044647,0.015182,0.001892,0.00058,0.000381,0.000183,4.6e-05,0.003937,0.602328,0.99208,0.681373,1.038554,0.226011,0.322768,0.265411,0.335471,0.913626,0.882575,0.896386,0.878231,0.359971,0.03923,0.021042,0.016968,0.01387,0.014252,0.016617,0.020355,0.028595,0.040924,0.052917,0.050797,0.025269,0.018005,0.014587,0.015091,0.012909,0.019379,0.020432,0.332642,0.060913,0.997147,0.785398
04ccdc265a0b0a1230b118fa8625605d.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.6644,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2049,0.38089,0.41687,0.20224,0.0,1.0,0.0,0.0,0.98996,0.01004,0.344559,0.003418,0.007706,0.015961,0.023331,0.031006,0.03363,0.058899,0.172089,0.169418,0.088654,0.040939,0.005157,0.001343,0.00058,0.003311,1.045006,1.743391,1.107414,1.612426,0.325674,0.434971,0.318474,0.416824,0.886155,0.863223,0.890593,0.864792,0.364867,0.044449,0.024292,0.019836,0.014786,0.016129,0.01619,0.017883,0.024673,0.031982,0.045319,0.031647,0.01947,0.015564,0.015549,0.012283,0.014969,0.020538,0.025574,0.341797,0.05867,0.990311,0.785398
04f234b701fc691ffa02f6068b683019.jpeg,0,Non-neoplastic (Low-Risk),4,0.7738,0.2573,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.2249,0.357513,0.620773,0.021713,0.0,1.0,0.0,0.0,1.0,0.0,0.324814,0.00238,0.002029,0.001602,0.010956,0.042587,0.201767,0.226898,0.119995,0.045319,0.012619,0.003677,0.000732,0.000168,4.6e-05,0.00441,0.681219,1.062576,0.673958,0.931273,0.246324,0.344514,0.258762,0.308989,0.907006,0.875466,0.900849,0.888912,0.386657,0.047424,0.023666,0.020355,0.018509,0.018021,0.019745,0.021179,0.023834,0.028885,0.034363,0.028046,0.019226,0.016953,0.016922,0.014771,0.016678,0.023224,0.025986,0.32991,0.036392,0.996613,0.785398
051fc90e85d064f787d4be168d951058.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.9102,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.234,0.491272,0.414124,0.094604,0.0,0.948318,0.051682,0.0,0.995087,0.004913,0.337265,0.004379,0.006775,0.011063,0.009338,0.011017,0.020889,0.027023,0.096054,0.259857,0.165771,0.032822,0.011261,0.001511,7.6e-05,0.004898,0.667831,0.926044,0.490012,0.868066,0.237255,0.311788,0.227237,0.302007,0.907555,0.883144,0.907536,0.886158,0.363035,0.043961,0.023895,0.018433,0.014023,0.012375,0.01532,0.016647,0.022903,0.035614,0.052856,0.035629,0.018234,0.015656,0.015976,0.011826,0.014297,0.020889,0.025116,0.333115,0.042633,0.984695,0.785398
052600f1f93e952886d1697f8af9b550.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.9149,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.2599,0.391205,0.49263,0.116165,0.0,1.0,0.0,0.0,0.878403,0.121597,0.347595,0.006836,0.013489,0.016312,0.019882,0.018585,0.021515,0.040039,0.093063,0.132843,0.094391,0.079315,0.051743,0.049515,0.009857,0.00502,1.215824,2.104714,1.297212,1.757339,0.376915,0.514187,0.391146,0.476448,0.867999,0.837937,0.864979,0.843841,0.36952,0.047989,0.022842,0.01976,0.016678,0.015366,0.015503,0.018204,0.022247,0.030579,0.036972,0.027176,0.019165,0.014709,0.013397,0.013565,0.014679,0.020172,0.023682,0.370148,0.083801,0.987228,0.785398
0528810e9d05be942fd5dd0902e0db22.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.9349,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.2206,0.58345,0.334,0.08255,1.5e-05,0.999985,0.0,0.0,0.988403,0.011597,0.29303,0.004608,0.006485,0.012543,0.023514,0.055389,0.118317,0.179169,0.15239,0.076752,0.034698,0.021072,0.012527,0.003876,0.000671,0.004959,1.138312,1.476094,1.160018,1.81338,0.430254,0.537655,0.451103,0.566536,0.833994,0.796713,0.824937,0.795332,0.311619,0.05275,0.024567,0.022537,0.017593,0.015289,0.015472,0.016037,0.019012,0.025253,0.029114,0.040421,0.014786,0.013794,0.011215,0.012039,0.014893,0.021713,0.026367,0.334076,0.127792,0.997314,0.785398
054d694539ef2424a9218697283baa36.jpeg,1,Neoplastic (High-Risk),7,0.7442,0.9471,HIGH RISK    (Resect & Discard),LOW RISK     (Surveillance),3.2409,0.506989,0.316559,0.176453,0.0,0.986389,0.013611,0.0,0.999496,0.000504,0.310501,0.001862,0.002747,0.002106,0.003433,0.002304,0.021591,0.105789,0.239151,0.166122,0.117645,0.017807,0.001648,0.000992,0.000519,0.005783,0.422809,0.600246,0.437071,0.708235,0.214905,0.277293,0.221415,0.301592,0.909569,0.887415,0.90744,0.880545,0.346875,0.045044,0.020493,0.020905,0.019424,0.019119,0.020172,0.022537,0.026443,0.032867,0.038284,0.04216,0.02005,0.017151,0.015854,0.016495,0.01799,0.02002,0.020569,0.340103,0.037384,0.995987,0.785398
0676289b3e732adb4c5d1580670d78b9.jpeg,0,Non-neoplastic (Low-Risk),7,0.7442,0.3139,LOW RISK     (Surveillance),LOW RISK     (Surveillance),3.3052,0.490051,0.314728,0.195221,0.0,1.0,0.0,0.0,1.0,0.0,0.312851,0.004166,0.004868,0.009872,0.039932,0.106064,0.155533,0.181213,0.110291,0.05542,0.009674,0.002823,0.001495,0.000641,0.000214,0.004944,0.623146,0.851657,0.658762,1.055056,0.238496,0.327274,0.284344,0.349635,0.906582,0.873253,0.886019,0.869848,0.331932,0.041306,0.022369,0.02034,0.017044,0.016922,0.018723,0.020126,0.027435,0.036407,0.043747,0.045761,0.022522,0.017059,0.01384,0.014893,0.015259,0.019882,0.021072,0.338181,0.052231,0.99411,0.785398
